type,content
link,/wiki/Special:BookSources/978-0-6746-9580-1
link,/wiki/Ashley_Jackson_(historian)
link,/wiki/Hambledon_Continuum
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8528-5417-1
link,/wiki/University_Press_of_Kentucky
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8131-2339-4
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8553-2865-5
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8417-6353-8
link,"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%BA%D0%BC%D0%B0%D0%BD,_%D0%93%D0%B0%D1%80%D0%BE%D0%BB%D1%8C%D0%B4"
link,/wiki/Weidenfeld_%26_Nicolson
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8421-2513-7
link,https://archive.org/details/rageofnations0000kant
link,/wiki/William_B._Eerdmans_Publishing_Company
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8028-4455-2
link,https://archive.org/details/comingapartcomin0000kant
link,/wiki/William_B._Eerdmans_Publishing_Company
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8028-4456-9
link,/wiki/Curtis_Keeble
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5213-7494-1
link,/wiki/John_Keegan
link,/wiki/Random_House
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7126-7348-8
link,/wiki/David_M._Kennedy_(historian)
link,"/wiki/Freedom_from_Fear:_The_American_People_in_Depression_and_War,_1929%E2%80%931945"
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1951-4403-1
link,/wiki/Manchester_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7190-4201-0
link,/wiki/Ian_Kershaw
link,https://archive.org/details/hitler193645neme00kers
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3930-4994-7
link,https://archive.org/details/fatefulchoiceste0000kers
link,/wiki/Penguin_Books
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7139-9712-5
link,https://archive.org/details/germany18581990h0000kits
link,/wiki/Oxford_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1991-3417-5
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/40604127
link,/wiki/Doi_(identifier)
link,https://doi.org/10.2307%2F1988082
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/1988082
link,/wiki/The_Historical_Journal
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1017%2FS0018246X00012747
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/2639289
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:159671713
link,/wiki/Gabriel_Kolko
link,https://archive.org/details/politicsofwarwor00kolkrich
link,/wiki/Random_House
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6797-2757-6
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8417-6092-6
link,/wiki/M.E._Sharpe
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7656-0816-1
link,/wiki/Melvyn_P._Leffler
link,/wiki/Odd_Arne_Westad
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5218-3938-9
link,/wiki/Praeger_Publishers
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2759-4319-6
link,https://web.archive.org/web/20120108061554/https://www.history.army.mil/books/wwii/5-2/5-2_Contents.htm
link,https://www.history.army.mil/books/wwii/5-2/5-2_Contents.htm
link,/wiki/US_Government_Printing_Office
link,/wiki/LCCN_(identifier)
link,https://lccn.loc.gov/53-63678
link,https://www.history.army.mil/books/wwii/5-2/5-2_29.htm
link,/wiki/Princeton_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6910-2986-3
link,https://archive.org/details/historyofsecondw0000lidd_i0g4
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3302-3770-3
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4152-2404-8
link,/wiki/Praeger_Publishers
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2759-6486-3
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4152-6681-9
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8417-6671-3
link,https://archive.org/details/unitedstateswor00madd
link,/wiki/Westview_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8133-0437-3
link,/wiki/Westview_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8133-2241-4
link,https://archive.org/details/isbn_9780521357906/page/96
link,/wiki/Cambridge_University_Press
link,https://archive.org/details/isbn_9780521357906/page/96
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5213-5790-6
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8417-6882-3
link,/wiki/Cornell_Southeast_Asia_Program
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8772-7122-2
link,/wiki/Ernest_R._May
link,/wiki/Pacific_Historical_Review
link,/wiki/Doi_(identifier)
link,https://doi.org/10.2307%2F3634575
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/3634575
link,/wiki/Mark_Mazower
link,https://archive.org/details/hitlersempirehow0000mazo
link,/wiki/Penguin_Group
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-5942-0188-2
link,/wiki/Marc_Milner
link,/wiki/Frank_Cass
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7146-3369-5
link,/wiki/The_Economic_History_Review
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/2592851
link,/wiki/University_of_California
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5200-3942-1
link,/wiki/Patrick_Minford
link,/wiki/MIT_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2620-4136-2
link,https://archive.org/details/unitednationsin20000ming
link,/wiki/Westview_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8133-4346-4
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5218-6244-8
link,/wiki/Stackpole_Books
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8117-3413-4
link,/wiki/Rana_Mitter
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5443-3450-2
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8460-3006-2
link,/wiki/Williamson_Murray
link,https://www.ibiblio.org/hyperwar/AAF/AAF-Luftwaffe
link,/wiki/Maxwell_Air_Force_Base
link,/wiki/Air_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-4294-9235-5
link,https://web.archive.org/web/20220124100749/https://www.ibiblio.org/hyperwar/AAF/AAF-Luftwaffe
link,/wiki/Harvard_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6740-0680-5
link,/wiki/Princeton_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6911-0222-1
link,/wiki/Norman_Naimark
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5218-3719-4
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5213-4579-8
link,/wiki/Robin_Neillands
link,https://archive.org/details/diepperaidstoryo00robi
link,/wiki/Indiana_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2533-4781-7
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8612-6799-3
link,https://archive.org/details/columbiaguidetot00niew
link,/wiki/Columbia_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2311-1200-0
link,/wiki/Richard_Overy
link,https://archive.org/details/wareconomyinthir00over
link,/wiki/Clarendon_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1982-0290-5
link,https://archive.org/details/isbn_9780712674539
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7126-7453-9
link,https://archive.org/details/dictators00rich
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3930-2030-4
link,https://archive.org/details/roadtowar00over
link,/wiki/Penguin_Books
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1402-8530-7
link,/wiki/Lexington_Books
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7391-0195-7
link,/wiki/David_S._Painter
link,https://doi.org/10.1093%2Fjahist%2Fjas073
link,/wiki/The_Journal_of_American_History
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fjahist%2Fjas073
link,https://archive.org/details/warbeneathseasub0000padf
link,/wiki/John_Wiley_%26_Sons
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4712-4945-0
link,/wiki/Robert_Pape
link,/wiki/International_Security
link,/wiki/Doi_(identifier)
link,https://doi.org/10.2307%2F2539100
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/2539100
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:153741180
link,/wiki/Da_Capo_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3068-1391-7
link,/wiki/Stanley_G._Payne
link,/wiki/Yale_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3001-2282-4
link,https://archive.org/details/historyofjapan00pere
link,/wiki/Greenwood_Publishing_Group
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3133-0296-1
link,/wiki/Johns_Hopkins_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8018-0530-1
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4151-8597-4
link,/wiki/Alessandro_Portelli
link,/wiki/Palgrave_Macmillan
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-4039-8008-3
link,/wiki/Wiley-Blackwell
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6312-0238-7
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4153-6960-2
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4151-4900-6
link,/wiki/Werner_Rahn
link,/wiki/Clarendon_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1982-2888-2
link,https://archive.org/details/delusionsofintel0000ratc
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5218-5522-8
link,https://archive.org/details/devilsdisciplesh00read
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3930-4800-1
link,/wiki/Pimlico_(publishing_imprint)
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7126-0695-0
link,https://web.archive.org/web/20100411104102/https://www.strategicstudiesinstitute.army.mil/pdffiles/PUB622.pdf
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-5848-7216-0
link,https://www.strategicstudiesinstitute.army.mil/pdffiles/PUB622.pdf
link,/wiki/Laurence_Rees
link,/wiki/BBC_Books
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5634-9335-8
link,https://archive.org/details/brasseysbookofmi00geof
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-5748-8252-0
link,/wiki/Klaus_Reinhardt
link,/wiki/Berg_Publishers
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8549-6695-0
link,/wiki/David_Reynolds_(English_historian)
link,/wiki/Oxford_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1992-8411-5
link,https://archive.org/details/hitlerswaraimsid00rich
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3930-0802-9
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5213-4579-8
link,/wiki/Europe-Asia_Studies
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1080%2F09668139508412322
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/153299
link,/wiki/Geoffrey_Roberts
link,/wiki/Yale_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3001-1204-7
link,/wiki/John_Roberts_(historian)
link,https://archive.org/details/penguinhistoryof00robe_1
link,/wiki/Penguin_Books
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1402-6561-3
link,/wiki/Theodore_Ropp
link,/wiki/Johns_Hopkins_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8018-6445-2
link,https://www.ibiblio.org/hyperwar/UN/UK/UK-RN-I/index.html
link,/wiki/HMSO
link,https://web.archive.org/web/20220104023709/http://www.ibiblio.org/hyperwar/UN/UK/UK-RN-I/index.html
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7146-4634-3
link,/wiki/Greenwood_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3133-1395-0
link,/wiki/Doi_(identifier)
link,https://doi.org/10.2307%2F1988530
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/1988530
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-5809-7049-5
link,/wiki/Palgrave_Macmillan
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3339-2983-4
link,https://archive.org/details/henrylstimsonfir0000schm
link,/wiki/Rowman_%26_Littlefield
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8420-2632-1
link,https://archive.org/details/inseaofbitternes0000scho
link,/wiki/Harvard_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6740-5988-7
link,/wiki/Amnon_Sella
link,/wiki/Journal_of_Contemporary_History
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1177%2F002200947801300308
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/260209
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:220880174
link,/wiki/Journal_of_Contemporary_History
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/260307
link,/wiki/Alfred_E._Senn
link,/wiki/Rodopi_(publisher)
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-9-0420-2225-6
link,/wiki/MBI_Publishing_Company
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7603-0939-1
link,/wiki/Journal_of_Military_History
link,/wiki/Doi_(identifier)
link,https://doi.org/10.2307%2F120398
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/120398
link,/wiki/William_L._Shirer
link,/wiki/The_Rise_and_Fall_of_the_Third_Reich
link,/wiki/Simon_%26_Schuster
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6717-2868-7
link,https://archive.org/details/whathitlerknewba00shor_0
link,/wiki/Oxford_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1951-8261-3
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3042-9114-4
link,/wiki/Template:Cite_book
link,/wiki/Help:CS1_errors#invalid_isbn_date
link,https://archive.org/details/russiaworldecono00smit
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4150-8924-1
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-9624-4232-2
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-9075-7919-9
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4152-8580-3
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8671-9616-0
link,/wiki/Timothy_D._Snyder
link,/wiki/The_Bodley_Head
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2240-8141-2
link,/wiki/Soviet_Studies
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1080%2F09668138608411636
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/151203
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:154270850
link,/wiki/Jonathan_Steinberg_(historian)
link,/wiki/The_English_Historical_Review
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fehr%2Fcx.437.620
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/578338
link,/wiki/Journal_of_Contemporary_History
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1177%2F002200948702200202
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/260931
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:159943895
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5218-3719-4
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8417-6195-4
link,/wiki/Allen_%26_Unwin
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8650-8352-0
link,/wiki/The_Historical_Journal
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1017%2FS0018246X00026017
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:163152235
link,/wiki/Westview_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8133-2717-4
link,/wiki/A._J._P._Taylor
link,/wiki/Hamish_Hamilton
link,/wiki/Hamish_Hamilton
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2411-0017-2
link,https://archive.org/details/generalissimochi00tayl
link,/wiki/Harvard_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6740-3338-2
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8553-2640-8
link,/wiki/Stephen_Randall_(political_scientist)
link,https://archive.org/details/canadaunitedsta00thom
link,/wiki/University_of_Georgia_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8203-3113-3
link,/wiki/Marc_Trachtenberg
link,/wiki/Princeton_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-6910-0273-6
link,/wiki/Spencer_C._Tucker
link,https://archive.org/details/encyclopediaofwo0000unse_p0k0
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-5760-7999-7
link,/wiki/Oxford_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-1982-2885-1
link,/wiki/United_States_Army
link,https://web.archive.org/web/20220117141003/https://history.army.mil/books/wwii/balkan/intro.htm
link,/wiki/Department_of_the_Army
link,https://www.history.army.mil/books/wwii/balkan/intro.htm
link,/wiki/Susan_Waltz
link,/wiki/Third_World_Quarterly
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1080%2F01436590220138378
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/3993535
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:145398136
link,/wiki/John_Wiley_%26_Sons
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4708-2497-9
link,/wiki/William_E._Watson
link,/wiki/Praeger_Publishers
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2759-7470-1
link,/wiki/Gerhard_Weinberg
link,/wiki/Cambridge_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-5218-5316-3
link,/wiki/Rowman_%26_Littlefield
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7425-5542-6
link,/wiki/MBI_Publishing_Company
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7603-1401-2
link,/wiki/Routledge
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-4153-5980-1
link,/wiki/Alan_F._Wilt
link,/wiki/Doi_(identifier)
link,https://doi.org/10.2307%2F1987464
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/1987464
link,/wiki/Roberta_Wohlstetter
link,https://archive.org/details/pearlharborwarni0000wohl
link,/wiki/Stanford_University_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8047-0597-4
link,/wiki/Template:Cite_book
link,/wiki/Help:CS1_errors#invalid_isbn_date
link,/wiki/MIT_Press
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2620-4136-2
link,/wiki/Rowman_%26_Littlefield
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7425-5339-2
link,/wiki/Taylor_%26_Francis
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-5603-2546-8
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8797-2462-7
link,/wiki/Steven_Zaloga
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8553-2478-7
link,/wiki/Osprey_Publishing
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8417-6408-5
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-8420-2991-9
link,/wiki/Casemate_Publishers
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-9351-4904-0
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1093%2Fpastj%2Fgtab042
link,/wiki/ISSN_(identifier)
link,https://search.worldcat.org/issn/0031-2746
link,https://hdiplo.org/to/AR1180
link,https://web.archive.org/web/20240504072231/https://hdiplo.org/to/AR1180
link,/wiki/Wayback_Machine
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-3-1115-6873-7
link,/wiki/Wikipedia:Wikimedia_sister_projects
link,https://en.wiktionary.org/wiki/Special:Search/World_War_II
link,https://commons.wikimedia.org/wiki/World_War_II
link,https://en.wikinews.org/wiki/Category:World_War_II
link,https://en.wikiquote.org/wiki/World_War_II
link,https://en.wikisource.org/wiki/Special:Search/World_War_II
link,https://en.wikibooks.org/wiki/Special:Search/World_War_II
link,https://en.wikiversity.org/wiki/World_War_II
link,https://en.wikivoyage.org/wiki/World_War_II
link,https://westpoint.edu/academics/academic-departments/history/world-war-two-europe
link,https://web.archive.org/web/20190323092741/https://westpoint.edu/academics/academic-departments/history/world-war-two-europe
link,/wiki/Wayback_Machine
link,https://westpoint.edu/academics/academic-departments/history/world-war-two-asia
link,https://web.archive.org/web/20190323092715/https://westpoint.edu/academics/academic-departments/history/world-war-two-asia
link,/wiki/Wayback_Machine
link,https://en.wikisource.org/wiki/Atlas_of_the_World_Battle_Fronts_in_Semimonthly_Phases_to_August_15_1945
link,/wiki/Template:World_War_II
link,/wiki/Template_talk:World_War_II
link,/wiki/Special:EditPage/Template:World_War_II
link,/wiki/Outline_of_World_War_II
link,/wiki/List_of_World_War_II_battles
link,/wiki/List_of_World_War_II_military_operations
link,/wiki/Allied_leaders_of_World_War_II
link,/wiki/Axis_leaders_of_World_War_II
link,/wiki/Commanders_of_World_War_II
link,/wiki/World_War_II_casualties
link,/wiki/List_of_Allied_World_War_II_conferences
link,/wiki/Lists_of_World_War_II_topics
link,/wiki/Air_warfare_of_World_War_II
link,/wiki/List_of_air_operations_during_the_Battle_of_Europe
link,/wiki/Blitzkrieg
link,/wiki/Comparative_officer_ranks_of_World_War_II
link,/wiki/World_War_II_cryptography
link,/wiki/Declarations_of_war_during_World_War_II
link,/wiki/Diplomatic_history_of_World_War_II
link,/wiki/List_of_governments_in_exile_during_World_War_II
link,/wiki/Home_front_during_World_War_II
link,/wiki/Australian_home_front_during_World_War_II
link,/wiki/United_Kingdom_home_front_during_World_War_II
link,/wiki/United_States_home_front_during_World_War_II
link,/wiki/Lend-Lease
link,/wiki/Manhattan_Project
link,/wiki/British_contribution_to_the_Manhattan_Project
link,/wiki/List_of_military_awards_and_decorations_of_World_War_II
link,/wiki/Lists_of_World_War_II_military_equipment
link,/wiki/Military_production_during_World_War_II
link,/wiki/Naval_history_of_World_War_II
link,/wiki/Nazi_plunder
link,/wiki/Opposition_to_World_War_II
link,/wiki/Technology_during_World_War_II
link,/wiki/Allied_technological_cooperation_during_World_War_II
link,/wiki/Mulberry_harbour
link,/wiki/Total_war#World_War_II
link,/wiki/Strategic_bombing_during_World_War_II
link,/wiki/List_of_World_War_II_puppet_states
link,/wiki/Women_in_World_War_II
link,/wiki/Art_and_World_War_II
link,/wiki/Music_in_World_War_II
link,/wiki/Weather_events_during_wars#World_War_II
link,/wiki/List_of_theaters_and_campaigns_of_World_War_II
link,/wiki/Asiatic-Pacific_theater
link,/wiki/Second_Sino-Japanese_War
link,/wiki/South-East_Asian_theatre_of_World_War_II
link,/wiki/Pacific_War
link,/wiki/Pacific_Ocean_theater_of_World_War_II
link,/wiki/South_West_Pacific_theatre_of_World_War_II
link,/wiki/Indian_Ocean_in_World_War_II
link,/wiki/European_theatre_of_World_War_II
link,/wiki/Western_Front_(World_War_II)
link,/wiki/Eastern_Front_(World_War_II)
link,/wiki/Mediterranean_and_Middle_East_theatre_of_World_War_II
link,/wiki/North_African_campaign
link,/wiki/East_African_campaign_(World_War_II)
link,/wiki/Italian_campaign_(World_War_II)
link,/wiki/French_West_Africa_in_World_War_II
link,/wiki/Battle_of_the_Atlantic
link,/wiki/Timeline_of_the_Battle_of_the_Atlantic
link,/wiki/American_Theater_(World_War_II)
link,/wiki/Aftermath_of_World_War_II
link,/wiki/Chinese_Civil_War
link,/wiki/Cold_War
link,/wiki/Decolonization
link,/wiki/Division_of_Korea
link,/wiki/First_Indochina_War
link,/wiki/Flight_and_expulsion_of_Germans_(1944%E2%80%931950)
link,/wiki/Greek_Civil_War
link,/wiki/Indonesian_National_Revolution
link,/wiki/Operation_Keelhaul
link,/wiki/Marshall_Plan
link,/wiki/Allied-occupied_Germany
link,/wiki/Occupation_of_Japan
link,/wiki/Operation_Osoaviakhim
link,/wiki/Operation_Paperclip
link,/wiki/Military_occupations_by_the_Soviet_Union
link,/wiki/Occupation_of_the_Baltic_states
link,/wiki/Hungary%E2%80%93Soviet_Union_relations
link,/wiki/Polish_People%27s_Republic
link,/wiki/Soviet_occupation_of_Romania
link,/wiki/Oder%E2%80%93Neisse_line
link,/wiki/Treaty_on_the_Final_Settlement_with_Respect_to_Germany
link,/wiki/United_Nations
link,/wiki/War_crimes_in_World_War_II
link,/wiki/Allied_war_crimes_during_World_War_II
link,/wiki/Soviet_war_crimes#World_War_II
link,/wiki/British_war_crimes#World_War_II
link,/wiki/United_States_war_crimes#World_War_II
link,/wiki/German_war_crimes#World_War_II
link,/wiki/Forced_labour_under_German_rule_during_World_War_II
